IHC,false,false,false,false,false,false,false,false,false,false,
IHC,162000,162000,162000,162000,162000,162000,162000,162000,162000,162000,
ES,false,false,false,false,false,false,false,false,false,false,
ES,162000,162000,162000,162000,162000,162000,162000,162000,162000,162000,
GA,false,false,false,false,false,false,false,false,false,false,
GA,162000,162000,162000,162000,162000,162000,162000,162000,162000,162000,
HGA,false,false,false,false,false,false,false,false,false,false,
HGA,162000,162000,162000,162000,162000,162000,162000,162000,162000,162000,
