IHC,false,false,false,false,false,false,false,false,false,false,
IHC,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,
ES,true,true,true,true,true,true,true,true,true,true,
ES,10200,11400,9150,10950,9450,8850,8700,9450,10050,9450,
GA,false,false,false,false,false,false,false,false,false,false,
GA,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,
HGA,false,false,false,false,false,false,false,false,false,false,
HGA,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,
