IHC,false,false,false,false,false,false,false,false,false,false,
IHC,202500,202500,202500,202500,202500,202500,202500,202500,202500,202500,
ES,false,false,false,false,false,false,false,false,false,false,
ES,202500,202500,202500,202500,202500,202500,202500,202500,202500,202500,
GA,false,false,false,false,false,false,false,false,false,false,
GA,202500,202500,202500,202500,202500,202500,202500,202500,202500,202500,
HGA,false,false,false,false,false,false,false,false,false,false,
HGA,202500,202500,202500,202500,202500,202500,202500,202500,202500,202500,
