IHC,false,false,false,false,false,false,false,false,false,false,
IHC,94500,94500,94500,94500,94500,94500,94500,94500,94500,94500,
ES,false,false,false,false,false,false,false,false,true,true,
ES,94500,94500,94500,94500,94500,94500,94500,94500,85750,88550,
GA,false,false,false,false,false,false,false,false,false,false,
GA,94500,94500,94500,94500,94500,94500,94500,94500,94500,94500,
HGA,false,false,false,false,false,false,false,false,false,false,
HGA,94500,94500,94500,94500,94500,94500,94500,94500,94500,94500,
