IHC,false,false,false,false,false,false,false,false,false,false,
IHC,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,
ES,true,true,true,true,true,true,true,true,true,true,
ES,29000,26400,24800,29400,25400,22800,28400,24400,25000,25000,
GA,false,false,false,false,true,false,false,false,false,true,
GA,54000,54000,54000,54000,11200,54000,54000,54000,54000,10800,
HGA,false,true,false,true,true,false,true,false,false,false,
HGA,54000,18630,54000,12690,14040,54000,14040,54000,54000,54000,
